observation_id|report_id|data_policy_licence|date_time|date_time_meaning|observation_duration|longitude|latitude|crs|z_coordinate|z_coordinate_type|observation_height_above_station_surface|observed_variable|secondary_variable|observation_value|value_significance|secondary_value|units|code_table|conversion_flag|location_method|location_precision|z_coordinate_method|bbox_min_longitude|bbox_max_longitude|bbox_min_latitude|bbox_max_latitude|spatial_representativeness|quality_flag|numerical_precision|sensor_id|sensor_automation_status|exposure_of_sensor|original_precision|original_units|original_code_table|original_value|conversion_method|processing_code|processing_level|adjustment_id|traceability|advanced_qc|advanced_uncertainty|advanced_homogenisation|source_id
ICOADS-302-M3W2JO-DPT|ICOADS-302-M3W2JO|0|2016-04-12 10:00:00|2|8|-34.90|-9.20|0|null|0|null|36|null|296.45|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3W9N6-DPT|ICOADS-302-M3W9N6|0|2016-04-12 11:00:00|2|8|-34.80|-9.00|0|null|0|null|36|null|296.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WGXY-DPT|ICOADS-302-M3WGXY|0|2016-04-12 12:00:00|2|8|-34.70|-8.80|0|null|0|null|36|null|296.35|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.2|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WO5Q-DPT|ICOADS-302-M3WO5Q|0|2016-04-12 13:00:00|2|8|-34.60|-8.70|0|null|0|null|36|null|296.65|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.5|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3WVC4-DPT|ICOADS-302-M3WVC4|0|2016-04-12 14:00:00|2|8|-34.60|-8.50|0|null|0|null|36|null|297.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|24.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3X2FY-DPT|ICOADS-302-M3X2FY|0|2016-04-12 15:00:00|2|8|-34.50|-8.30|0|null|0|null|36|null|296.15|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.0|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3X9O3-DPT|ICOADS-302-M3X9O3|0|2016-04-12 16:00:00|2|8|-34.40|-8.20|0|null|0|null|36|null|295.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XGVN-DPT|ICOADS-302-M3XGVN|0|2016-04-12 17:00:00|2|8|-34.40|-8.00|0|null|0|null|36|null|295.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XO89-DPT|ICOADS-302-M3XO89|0|2016-04-12 18:00:00|2|8|-34.40|-7.80|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3XUOM-DPT|ICOADS-302-M3XUOM|0|2016-04-12 19:00:00|2|8|-34.40|-7.60|0|null|0|null|36|null|296.05|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.9|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Y1SS-DPT|ICOADS-302-M3Y1SS|0|2016-04-12 20:00:00|2|8|-34.40|-7.40|0|null|0|null|36|null|295.95|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.8|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3Y8N3-DPT|ICOADS-302-M3Y8N3|0|2016-04-12 21:00:00|2|8|-34.40|-7.20|0|null|0|null|36|null|296.25|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|23.1|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-M3YF72-DPT|ICOADS-302-M3YF72|0|2016-04-12 22:00:00|2|8|-34.40|-7.00|0|null|0|null|36|null|295.75|2|null|5|null|0|null|16|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.6|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-114-992-2016-4
ICOADS-302-ZNIGM8-DPT|ICOADS-302-ZNIGM8|0|2016-04-12 23:00:00|2|8|-34.40|-6.80|0|null|0|null|36|null|295.45|2|null|5|null|0|null|1|null|null|null|null|null|3|0|null|null|5|3|null|60|null|22.3|1|null|3|null|2|0|0|0|ICOADS-3-0-2T-172-798-2016-4
